ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,05/23/2025,05/24/2025 07:40:29, 00:00, 00:15,0.216,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 00:15, 00:30,0.239,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 00:30, 00:45,0.206,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 00:45, 01:00,0.203,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 01:00, 01:15,0.217,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 01:15, 01:30,0.205,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 01:30, 01:45,0.213,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 01:45, 02:00,0.217,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 02:00, 02:15,0.175,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 02:15, 02:30,0.165,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 02:30, 02:45,0.165,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 02:45, 03:00,0.179,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 03:00, 03:15,0.149,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 03:15, 03:30,0.159,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 03:30, 03:45,0.139,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 03:45, 04:00,0.127,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 04:00, 04:15,0.124,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 04:15, 04:30,0.131,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 04:30, 04:45,0.121,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 04:45, 05:00,0.14,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 05:00, 05:15,0.129,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 05:15, 05:30,0.1,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 05:30, 05:45,0.128,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 05:45, 06:00,0.132,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 06:00, 06:15,0.158,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 06:15, 06:30,0.134,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 06:30, 06:45,0.627,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 06:45, 07:00,0.852,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 07:00, 07:15,0.308,A,Consumption
